date_week,y,x1,x2,event_1,event_2,dayofyear,t
4/2/2018,3984.662237343649,0.3185800179359486,0,0,0,92,0
4/9/2018,3762.8717941170457,0.1123884764420599,0,0,0,99,1
4/16/2018,4466.967388435149,0.2924002662869313,0,0,0,106,2
4/23/2018,3864.219372661741,0.0713985525750841,0,0,0,113,3
4/30/2018,4441.625277747415,0.3867451535946977,0,0,0,120,4
5/7/2018,3677.396550177613,0.0471709861239335,0,0,0,127,5
5/14/2018,5067.546336868544,0.4242491048456278,0,0,0,134,6
5/21/2018,6079.099042190235,0.3339201745242034,0.8797818351192218,0,0,141,7
5/28/2018,4954.205368585605,0.2530702847317296,0,0,0,148,8
6/4/2018,5865.6765762742925,0.9380544157922964,0,0,0,155,9
6/11/2018,5096.6330505085725,0.4252050727940623,0,0,0,162,10
6/18/2018,4991.542283144343,0.3631429770782352,0,0,0,169,11
6/25/2018,4688.584844704346,0.4414946962947031,0,0,0,176,12
7/2/2018,6536.34574051577,0.4231116264841024,0.9641868797648888,0,0,183,13
7/9/2018,5030.983585083329,0.3283922492206611,0,0,0,190,14
7/16/2018,4638.6908347231165,0.9219403026381182,0,0,0,197,15
7/23/2018,4209.545798370782,0.3080155122670448,0,0,0,204,16
7/30/2018,4876.008389071623,0.9094852261606342,0,0,0,211,17
8/6/2018,3906.1716890025896,0.2506986472990476,0,0,0,218,18
8/13/2018,3549.8621224301837,0.2364732726008092,0,0,0,225,19
8/20/2018,4025.433955372593,0.4031379321972751,0,0,0,232,20
8/27/2018,3223.306333206948,0.1471777190660976,0,0,0,239,21
9/3/2018,4079.652958724021,0.3630410142948742,0,0,0,246,22
9/10/2018,4156.435573364624,0.1470664903672677,0,0,0,253,23
9/17/2018,3666.877226701928,0.0946704311130968,0,0,0,260,24
9/24/2018,3853.549205981304,0.2592453045714739,0,0,0,267,25
10/1/2018,3531.4719178669834,0.0574838248809166,0,0,0,274,26
10/8/2018,3538.882474497524,0.0206465327906304,0,0,0,281,27
10/15/2018,4261.174491772023,0.1656360489849638,0,0,0,288,28
10/22/2018,4604.517233770198,0.2140071414995498,0,0,0,295,29
10/29/2018,6484.976246026463,0.3605176919784586,0.8006231655964305,0,0,302,30
11/5/2018,5090.872437599736,0.1223685558133026,0,0,0,309,31
11/12/2018,6500.44070674565,0.9586839529289922,0,0,0,316,32
11/19/2018,6434.702003197417,0.3219723439874905,0,0,0,323,33
11/26/2018,7288.09549866718,0.2532340551371886,0.8535269034985401,0,0,330,34
12/3/2018,5249.095623076754,0.0640119796076498,0,0,0,337,35
12/10/2018,4284.737104057953,0.0236553199557775,0,0,0,344,36
12/17/2018,5924.49679469673,0.1831645694402322,0.988597119963436,0,0,351,37
12/24/2018,7770.898864334025,0.925302244565384,0.8704751059413773,0,0,358,38
12/31/2018,6600.779460454854,0.9966581290617555,0,0,0,365,39
1/7/2019,6003.922922839964,0.401689634181351,0,0,0,7,40
1/14/2019,5660.6533288409655,0.1737454605594206,0,0,0,14,41
1/21/2019,5872.741931712915,0.9553726446981964,0,0,0,21,42
1/28/2019,6093.701781337998,0.3558894186650065,0,0,0,28,43
2/4/2019,3994.215758636757,0.0009291813348931,0,0,0,35,44
2/11/2019,4817.419326611659,0.4378156672047245,0,0,0,42,45
2/18/2019,7795.097809495298,0.9739763155567256,0.97486620214348,0,0,49,46
2/25/2019,6447.2216669325935,0.9779039452046228,0,0,0,56,47
3/4/2019,5540.679227096547,0.2481417037518173,0,0,0,63,48
3/11/2019,4949.832359251136,0.4056204092923351,0,0,0,70,49
3/18/2019,6379.898688795682,0.2490409631440019,0.9025728697123772,0,0,77,50
3/25/2019,4764.017185991239,0.0530524843764414,0,0,0,84,51
4/1/2019,4207.851401732056,0.0663217206588347,0,0,0,91,52
4/8/2019,4412.820266564049,0.0919314691185417,0,0,0,98,53
4/15/2019,4346.995203279954,0.2846525646827119,0,0,0,105,54
4/22/2019,6626.698312677127,0.3738453265433722,0.994374311652612,0,0,112,55
4/29/2019,5231.247790028053,0.3110337207908654,0,0,0,119,56
5/6/2019,3891.281865826965,0.0108200596299681,0,0,0,126,57
5/13/2019,6815.8201468315065,0.3258546929320144,0,1,0,133,58
5/20/2019,5047.609610987757,0.4301608270402385,0,0,0,140,59
5/27/2019,5292.315418181358,0.4421899993682422,0,0,0,147,60
6/3/2019,5238.7323938430845,0.2689190501602237,0,0,0,154,61
6/10/2019,4994.210218605146,0.3844068918872162,0,0,0,161,62
6/17/2019,4563.943101100069,0.3037807718777341,0,0,0,168,63
6/24/2019,4501.264804484543,0.2220924631420794,0,0,0,175,64
7/1/2019,5634.63844969454,0.98408701665515,0,0,0,182,65
7/8/2019,4823.482266871433,0.1781617534095015,0,0,0,189,66
7/15/2019,4053.079382567054,0.1528626150244391,0,0,0,196,67
7/22/2019,4489.401478341025,0.4328122093827745,0,0,0,203,68
7/29/2019,6196.756038172703,0.3807358924847951,0.9579822914547782,0,0,210,69
8/5/2019,3824.920231500025,0.1338108810827869,0,0,0,217,70
8/12/2019,3952.728448533676,0.2187159313729874,0,0,0,224,71
8/19/2019,5958.055092791563,0.3240346809625771,0.8860470611559919,0,0,231,72
8/26/2019,6003.891666987636,0.366676692105067,0.8419330528028328,0,0,238,73
9/2/2019,4506.606831646783,0.1502987598238525,0,0,0,245,74
9/9/2019,7107.86871390425,0.931123776974778,0.9125365873080448,0,0,252,75
9/16/2019,5686.193807776395,0.299199061864295,0,0,0,259,76
9/23/2019,4737.448085526191,0.159348189558519,0,0,0,266,77
9/30/2019,7010.952047870585,0.4492828357669297,0.9912325422606504,0,0,273,78
10/7/2019,4830.189853875871,0.009183071790924,0,0,0,280,79
10/14/2019,4771.362460057818,0.2406172946918078,0,0,0,287,80
10/21/2019,5998.8301484633885,0.0396552182074904,0.9558179864231228,0,0,294,81
10/28/2019,5829.018189367464,0.0682815113745723,0.9170446117167992,0,0,301,82
11/4/2019,5882.675998691713,0.2051752192727676,0,0,0,308,83
11/11/2019,7470.547012690224,0.4046401222557777,0.8090435195802299,0,0,315,84
11/18/2019,6745.587700705396,0.4391195191224926,0,0,0,322,85
11/25/2019,5989.886239259287,0.2083842401142438,0,0,0,329,86
12/2/2019,4756.549762115951,0.0354358814681045,0,0,0,336,87
12/9/2019,8312.407544391639,0.9664746973777946,0.8696014864075076,0,0,343,88
12/16/2019,6954.851763418655,0.3240291821487525,0,0,0,350,89
12/23/2019,8250.292341,0.4006693253090898,0.9208528041747358,0,0,357,90
12/30/2019,5836.582430586892,0.1644248894939063,0,0,0,364,91
1/6/2020,5742.570820382156,0.255204428776545,0,0,0,6,92
1/13/2020,5918.941633642499,0.3868456103914863,0,0,0,13,93
1/20/2020,5338.190500375772,0.4340460002219622,0,0,0,20,94
1/27/2020,6815.637384559971,0.2885776493597868,0.9939062168591486,0,0,27,95
2/3/2020,5733.020944471999,0.3196820992542012,0,0,0,34,96
2/10/2020,4953.495336278671,0.2036867628701344,0,0,0,41,97
2/17/2020,5368.25418638491,0.3595476122717299,0,0,0,48,98
2/24/2020,4222.09920471205,0.0211122285875573,0,0,0,55,99
3/2/2020,4650.338320059524,0.2839620832165605,0,0,0,62,100
3/9/2020,5271.772362491759,0.4292716671754871,0,0,0,69,101
3/16/2020,5847.25691641899,0.1555749455596115,0.9366567569445564,0,0,76,102
3/23/2020,6434.125096494423,0.1070682129276124,0.9093651996397816,0,0,83,103
3/30/2020,5835.67243843455,0.4469580341154122,0,0,0,90,104
4/6/2020,5424.167030156277,0.3530121593373027,0,0,0,97,105
4/13/2020,6805.503155001153,0.4055015097188186,0.8068830557076094,0,0,104,106
4/20/2020,6808.850544681916,0.9951019957493268,0,0,0,111,107
4/27/2020,5684.103102465875,0.1955520727992092,0,0,0,118,108
5/4/2020,5920.176894134893,0.4211056290219699,0,0,0,125,109
5/11/2020,4508.386918989872,0.0389127720819476,0,0,0,132,110
5/18/2020,4822.651288719068,0.2747623698295135,0,0,0,139,111
5/25/2020,5280.528394237996,0.388551688617711,0,0,0,146,112
6/1/2020,5215.191965013334,0.3981779119561344,0,0,0,153,113
6/8/2020,7674.826342514139,0.9301667507183746,0.8939765069264013,0,0,160,114
6/15/2020,7142.737041866369,0.2598488234179932,0.8677497578128421,0,0,167,115
6/22/2020,5179.99140593549,0.1948209137071934,0,0,0,174,116
6/29/2020,4687.557752707648,0.258231310483731,0,0,0,181,117
7/6/2020,4623.099831892425,0.3021896620952803,0,0,0,188,118
7/13/2020,3538.8645019020487,0.1034972341332257,0,0,0,195,119
7/20/2020,3580.2347656624456,0.0801700982515906,0,0,0,202,120
7/27/2020,4361.209639259515,0.4159768357828664,0,0,0,209,121
8/3/2020,4535.400950433495,0.3961734948608622,0,0,0,216,122
8/10/2020,4376.027911221711,0.443288433772087,0,0,0,223,123
8/17/2020,3460.3285147300726,0.0638882192286531,0,0,0,230,124
8/24/2020,4119.38208880582,0.256961239754578,0,0,0,237,125
8/31/2020,4450.286004150928,0.4167165004337477,0,0,0,244,126
9/7/2020,4405.893878540358,0.1893443011148028,0,0,0,251,127
9/14/2020,6496.500776816234,0.0121168778747064,0,0,1,258,128
9/21/2020,4442.175601682897,0.3072043897844786,0,0,0,265,129
9/28/2020,5309.646671397492,0.2793461388691239,0,0,0,272,130
10/5/2020,4964.821874869848,0.155859669586526,0,0,0,279,131
10/12/2020,4767.041402236122,0.2512598043712126,0,0,0,286,132
10/19/2020,6007.106942719015,0.4156363480170887,0,0,0,293,133
10/26/2020,7341.819154744774,0.1504134467351174,0.8399815178051403,0,0,300,134
11/2/2020,5611.664367787161,0.0418457229300536,0,0,0,307,135
11/9/2020,5675.7641631883125,0.2927102429518234,0,0,0,314,136
11/16/2020,6390.814723429916,0.3916239287193717,0,0,0,321,137
11/23/2020,5567.943669830892,0.0989705226292787,0,0,0,328,138
11/30/2020,5850.388666335177,0.2684730401943913,0,0,0,335,139
12/7/2020,6150.423243031432,0.3634845778696499,0,0,0,342,140
12/14/2020,5481.44428281332,0.1853632004939899,0,0,0,349,141
12/21/2020,6971.261665344388,0.0659774981635453,0.9601838198368318,0,0,356,142
12/28/2020,6117.543141550088,0.3545684529596857,0,0,0,363,143
1/4/2021,4725.84123846674,0.1594227209290135,0,0,0,4,144
1/11/2021,5163.385726287928,0.1819762386159591,0,0,0,11,145
1/18/2021,4402.2528144986245,0.11674705424525,0,0,0,18,146
1/25/2021,5629.279053855253,0.3237802162248968,0,0,0,25,147
2/1/2021,5440.854637426993,0.4341228768955745,0,0,0,32,148
2/8/2021,4747.4835426195705,0.1089880067651056,0,0,0,39,149
2/15/2021,4651.193911427672,0.1613538289798642,0,0,0,46,150
2/22/2021,5678.177996948337,0.9423220516497108,0,0,0,53,151
3/1/2021,5327.643238126179,0.0852032642219719,0,0,0,60,152
3/8/2021,5092.777431532968,0.3258196469314183,0,0,0,67,153
3/15/2021,4860.968432132355,0.1679132799532282,0,0,0,74,154
3/22/2021,5312.058809828367,0.3396219582887096,0,0,0,81,155
3/29/2021,4716.623877392047,0.2529018576447759,0,0,0,88,156
4/5/2021,4879.908205414718,0.0864855399434408,0,0,0,95,157
4/12/2021,5246.096394202155,0.3372269553026927,0,0,0,102,158
4/19/2021,7059.2657553699855,0.1697628516658286,0.9331023311345904,0,0,109,159
4/26/2021,7451.886416360938,0.4276049066393387,0.9153378836528544,0,0,116,160
5/3/2021,7060.853107799632,0.9104345620038512,0,0,0,123,161
5/10/2021,5687.37638691035,0.1424669548328414,0,0,0,130,162
5/17/2021,6868.041442182235,0.1862139138106989,0.8507017705071418,0,0,137,163
5/24/2021,5894.568963908252,0.3133712144541677,0,0,0,144,164
5/31/2021,5509.52170001513,0.3993394123219665,0,0,0,151,165
6/7/2021,5039.919694105859,0.1445843352717554,0,0,0,158,166
6/14/2021,5135.043435084914,0.1479750676268898,0,0,0,165,167
6/21/2021,4535.6929472990405,0.0698435624226795,0,0,0,172,168
6/28/2021,4358.346640390732,0.1984378982393665,0,0,0,179,169
7/5/2021,6457.79858878194,0.3614884888324217,0.908858343923326,0,0,186,170
7/12/2021,4425.834858649834,0.2403374897391967,0,0,0,193,171
7/19/2021,3795.152824410682,0.0403740331041879,0,0,0,200,172
7/26/2021,3192.87959337464,0.0674570445516128,0,0,0,207,173
8/2/2021,3553.5461478128577,0.0330241869009318,0,0,0,214,174
8/9/2021,5565.509682155785,0.1656151501994759,0.8633488534800802,0,0,221,175
8/16/2021,4137.65148492528,0.1718822221169828,0,0,0,228,176
8/23/2021,4479.041351408654,0.2802572877483264,0,0,0,235,177
8/30/2021,4675.973438674285,0.4388571605640426,0,0,0,242,178
